ifsc,bank_id,branch,address,city,district,state,bank_name
ABHY0065204,60,RAIPUR,"BLOCK NO.E/1, GHANTAKARNA MAHAVIR CLOTH MARKET, RAIPUR, AHMEDABAD- 380 002.",AHMEDABAD,AHMEDABAD,GUJARAT,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065205,60,ODHAV,"HARSHAD CHAMBERS, OPP. VALLABHNAGAR, ODHAV, AHMEDABAD - 380 021",AHMEDABAD,AHMEDABAD,GUJARAT,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065208,60,GHATLODIYA,"1, SATYAM, MANJUSHRI SOCIETY, GHATLODIA, AHMEDABAD- 380 061.",AHMEDABAD,AHMEDABAD,GUJARAT,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065301,60,MAIN BR UDUPI,"SRI KANIYOOR BLDG, CAR STREET, UDUPI,  TEH. UDUPI, 576 101",UDUPI,UDUPI,KARNATAKA,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065302,60,CITY,"SHAMBHAVI FORTUNE, BEHIND K S R T C BUS STAND, UDUPI -576101",UDUPI,UDUPI,KARNATAKA,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065304,60,SHIRVA,"SHIRVA, TEH. UDUPI, 574 116",UDUPI,UDUPI,KARNATAKA,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065305,60,PADUBIDRI,"SHRI SHAKTHI COMPLEX, NH-66, NADSAL VILLAGE, PADUBIDRI, UDUPI-DIST, 574111",UDUPI,DAKSHINA KANNADA,KARNATAKA,ABHYUDAYA COOPERATIVE BANK LIMITED
ABHY0065306,60,MANGALORE,"SHOP NO. 4, JANVI PLAZA, NEAR BUNTS HOSTEL, KARANGLAPADY, MANGALORE-575003",MANGALORE,DAKSHINA KANNADA,KARNATAKA,ABHYUDAYA COOPERATIVE BANK LIMITED
ABNA0000001,110,RTGS-HO,"414 EMPIRE COMPLEX, SENAPATI BAPAT MARG LOWER PAREL WEST MUMBAI 400013",MUMBAI,GREATER BOMBAY,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100310,110,BRADY HOUSE  MUMBAI,"BRADY HOUSE,14 VEER NARIMAN ROAD,FORT, MUMBAI - 400023",MUMBAI,GREATER BOMBAY,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100311,110,CAMAC STREET  KOLKATA,"AZIMGANJ HOUSE, 7 CAMAC STREET, KOLKATA - 700017",KOLKATA,KOLKATA,WEST BENGAL,THE ROYAL BANK OF SCOTLAND N V
ABNA0100312,110,HANSALAYA  NEW DELHI,"HANSALAYA BUILDING, 15, BARAKHAMBA ROAD, NEW DELHI - 110001",DELHI,NEW DELHI,DELHI,THE ROYAL BANK OF SCOTLAND N V
ABNA0100313,110,CHENNAI,"KRM TOWERS,NO 1 HARRINGTON ROAD,CHETPET, CHENNAI 600031",CHENNAI,CHENNAI,TAMIL NADU,THE ROYAL BANK OF SCOTLAND N V
ABNA0100314,110,PUNE,"327, MAHATMA GANDHI ROAD, PUNE CAMP, PUNE - 411001",PUNE,PUNE,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100316,110,BARODA,"7, ALKAPURI, R.C. DUTT ROAD, BARODA - 390 007",VADODARA,VADODARA,GUJARAT,THE ROYAL BANK OF SCOTLAND N V
ABNA0100317,110,HYDERABAD,"6-3-248/1/1/A, ROAD NO. 1, BANJARA HILLS, HYDERABAD - 500034",HYDERABAD,HYDERABAD URBAN,ANDHRA PRADESH,THE ROYAL BANK OF SCOTLAND N V
ABNA0100318,110,BANGALORE,"PRESTIGE TOWERS', GROUND FLOOR, 99 & 100, RESIDENCY ROAD, BANGALORE 560 025.",BANGALORE,BANGALORE URBAN,KARNATAKA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100326,110,MANGALORE,"MAXIMUS COMMERCIAL COMPLEX, LIGHT HOUSE HILL ROAD, MANGALORE - 575001",MANGALORE,DAKSHINA KANNADA,KARNATAKA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100327,110,HAUZ KHAS  NEW DELHI,"M-6 HAUZ KHAS, NEW DELHI 110016",DELHI,NEW DELHI,DELHI,THE ROYAL BANK OF SCOTLAND N V
ABNA0100328,110,GK 1  NEW DELHI,"R-67, GREATER KAILASH-I, NEW DELHI - 110048",DELHI,NEW DELHI,DELHI,THE ROYAL BANK OF SCOTLAND N V
ABNA0100329,110,RAJOURI GARDEN  NEW DELHI,"J-12/11 RAJOURI GARDEN,NEW DELHI-110027",DELHI,NEW DELHI,DELHI,THE ROYAL BANK OF SCOTLAND N V
ABNA0100330,110,GURGAON,"VATIKA FIRST INDIA PLACE, TOWER B GROUND FLOOR, BLOCK A SUSHANT LOK PHASE I, MEHRAULI GURGAON ROAD, GURGAON - 122 002",GURGAON,GURGAON,HARYANA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100331,110,KOLHAPUR,"GROUND FLOOR, ANANT TOWERS , 1115 K-1 SHAHUPURI, KOLHAPUR - 416001",KOLHAPUR,KOLHAPUR,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100332,110,BRABOURNE ROAD  KOLKATA,"18 A, BRABOURNE ROAD, KOLKATA - 700001",KOLKATA,KOLKATA,WEST BENGAL,THE ROYAL BANK OF SCOTLAND N V
ABNA0100333,110,SALT LAKE CITY  KOLKATA,"CD-16 , SECTOR - 1, SALT LAKE CITY, KOLKATA - 700064",KOLKATA,KOLKATA,WEST BENGAL,THE ROYAL BANK OF SCOTLAND N V
ABNA0100335,110,JUHU  MUMBAI,"GROUND & FIRST FLOOR, DURU HOUSE, JUHU TARA ROAD, JUHU, MUMBAI - 400049",MUMBAI,GREATER BOMBAY,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0100336,110,NOIDA,"OCEAN HEIGHTS, K - 4 SECTOR 18, NOIDA - 201301",NOIDA,GAUTAM BODDA NAGAR,UTTAR PRADESH,THE ROYAL BANK OF SCOTLAND N V
ABNA0100337,110,UDAIPUR,"SHUBH APPT, GROUND FLOOR , PLOT NO. 99, L ROAD, BHUPALPURA, VERMA CIRCLE, OPP. COLLECTOR BUNGALOW, UDAIPUR - 313001",UDAIPUR,UDAIPUR,RAJASTHAN,THE ROYAL BANK OF SCOTLAND N V
ABNA0100338,110,AGRA,"KHASRA NO.71&72 VILLAGE MAUZA DEHTURA, TEHSIL AND DISTRICT AGRA - 282 007",AGRA,AGRA,UTTAR PRADESH,THE ROYAL BANK OF SCOTLAND N V
ABNA0100339,110,JODHPUR,"KHASRA NO.9/4,OPP.IOCL PUNP,MAIN SALAWAS ROAD, BASNI PHASE - II, VILLAGE SANGARIYA, TEHSIL JODHPUR- 324005",JODHPUR,JODHPUR,RAJASTHAN,THE ROYAL BANK OF SCOTLAND N V
ABNA0100340,110,JALANDHAR,"MIDLAND FINANCIAL CENTRE,GROUND FLOOR, 21-22, G.T. ROAD,JALANDHAR, PUNJAB- 144001",JALANDHAR,JALANDHAR,PUNJAB,THE ROYAL BANK OF SCOTLAND N V
ABNA0101310,110,TREASURY,"SAKHAR BHAVAN, 8TH FLOOR, NARIMAN ROAD,MUMBAI 400 021",MUMBAI,MUMBAI,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0200001,110,SAKHAR BHAVAN  MUMBAI,"SAKHAR BHAVAN, NARIMAN POINT,MUMBAI - 400021.",MUMBAI,GREATER BOMBAY,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ABNA0NEFT02,110,LOWER PAREL WEST MUMBAI,"ABN AMRO BANK,414 EMPIRE COMPLEX,SENAPATI BAPAT MARG LOWER PAREL WEST MUMBAI 400013",MUMBAI,MUMBAI,MAHARASHTRA,THE ROYAL BANK OF SCOTLAND N V
ADCB0000001,143,RTGS-HO,"75, REHMAT MANZIL, V. N. ROAD, CURCHGATE, MUMBAI - 400020",MUMBAI,MUMBAI CITY,MAHARASHTRA,ABU DHABI COMMERCIAL BANK
ADCC0000001,61,RTGS-HO,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., P.B.NO. 8, CIVIL LINES, S.A. COLLEGE ROAD, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000002,61,MARKET YARD BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MARKET YARD, APMC, NEAR SHIVAJI COLLEGE, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000003,61,KAPAD BAZAR BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KAPAD BAZAR,TILAK ROAD, RAYAT HAWELI, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000004,61,SHRI RAJESHWAR BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., JAI HIND CHOWK, OLD CITY, AKOLA. 444002",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000005,61,ZP BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH Z.P., NEAR COLLECTOR OFFICE, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000006,61,CIVIL LINES BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., CIVIL LINES BRANCH, S.A. COLLEGE ROAD, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000007,61,MAHILA BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., RAMDAS PETH, NEAR BIRLA GATE, AKOLA. 444005",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000008,61,SAH.MAH.DR.ANNASAHEB KORPE NGR BR-AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., ADARSH COLONY, NEAR ADARSH VIDYALAYA, AKOLA. 444005",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000009,61,DR.PDKV BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., IN P.D.K.V. PREMICES, AKOLA. 444004",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000010,61,DABKI ROAD BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DABKI ROAD, NEAR KHANDELWAL HIGH SCHOOL, GODBOLE PLOT, DABKI ROAD, OLD CITY, AKOLA. 444002",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000011,61,TUKARAM SQUARE BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TUKARAM CHOWK, SANT TUKARAM HOSPITAL CHOWK, GORAKSHAN ROAD, AKOLA. 444002",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000012,61,BORGAON MANJU BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BORGAON MANJU AT. PO. BORGAON MANJU, TQ. DIST. AKOLA. 444102",BORGAON-MANJU,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000013,61,PALSO BADHE BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PALSO, AT. PO. PALSO, TQ. DIST. AKOLA. 444102",PALSO,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000014,61,MHAISANG BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MHAISANG, AT. PO. MHAISANG, TQ. DIST. AKOLA. 444003",MHYSANG,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000015,61,KANSHIVANI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KANSHIVANI, AT. PO. KANSHIVANI, TQ. DIST. AKOLA 444102",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000016,61,GANDHIGRAM BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH GANDHIGRAM, AT. PO. GANDHIGRAM, TQ. DIST.AKOLA. 444006",GANDHIGRAM,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000017,61,CHIKHALGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BR. CHIKHALGAON, AT.PO. CHIKHALGAON, TQ. DIST. AKOLA. 444006",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000018,61,DAHIHANDA ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DAHIHANDA, AT. PO. DAHIHANDA, TQ. DIST. AKOLA. 444111",GANDHIGRAM,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000019,61,PATUR NANDAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PATUR NANDAPUR, AT. PO. PATUR NANDAPUR, TQ.DIST. AKOLA. 444407",PATUR NANDAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000020,61,KURANKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KURANKHED, AT. PO. KURANKHED, TQ.DIST.AKOLA. 444102",KURANKHED,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000021,61,GOREGAON KHURD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH GOREGAON KD., AT. PO. GOREGAON KD., TQ. DIST. AKOLA. 444102",GOREGAON(KHURD),AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000022,61,UMRI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., JATHARPETH, UMARI ROAD, NEAR PATIL MARKET, AKOLA.  444005",UMRI,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000023,61,KHADAKI-CHANDUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KHADKI BK., AT. KHADKI BK., PO. CHANDUR, TQ. DIST. AKOLA. 444004",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000024,61,RANPISE NAGAR BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH RANPISE NAGAR, RANPISE NAGAR, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000025,61,AAGAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AGAR, AT. PO. AGAR, TQ. DIST. AKOLA.  444006",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000026,61,RATANLAL PLOTS BRANCH - AKOLA,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH RATANLAL PLOT, NEAR RAGHUVANSHI MANGAL KARYALAYA, RATANLAL PLOT, AKOLA. 444001",AKOLA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000028,61,BARSHITAKLI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BARSHITAKLI, AT. PO. TQ. BARSHITAKLI, DIST. AKOLA. 444401",BARSI-TAKLI,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000029,61,PINJAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PINJAR, AT. PO. PINJAR, TQ. BARSHITAKLI, DIST. AKOLA. 444407",PINJAR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000030,61,MAHAN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MAHAN, AT. PO. MAHAN, TQ. BARSHITAKLI, DIST. AKOLA. 444405",MAHAN,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000031,61,KANHERI SARAP BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KANHERI SARAP, AT. PO. KANHERI SARAP, TQ. BARSHITAKLI, DIST. AKOLA. 444401",KANHERI SARAP,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000032,61,DHABA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH DHABA, AT. PO. DHABA, TQ. BARSHITAKLI, DIST. AKOLA. 444401",DHABA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000033,61,AKOT MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOT MAIN, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",AKOT,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000034,61,AKOT CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOT CITY, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",AKOT,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000035,61,AKOT NARSING MANDIR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH NARSING MANDIR, AT. PO. TQ. AKOT, DIST. AKOLA. 444101",AKOT,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000036,61,SAVARA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH SAVARA, AT. PO. SAVARA, TQ. AKOT, DIST. AKOLA. 444101",AKOT,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000037,61,RAUNDALA BRANCH,"THE AKOLA DIST. CENTRAL COOP. BANK LTD., BRANCH RAUNDALA, AT PO. DEVRI PHATA PARISAR, NEAR SWAMI VIVEKANAND CONVENT. TQ. AKOT DIST. AKOLA., 444101",CHAUHATTA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000038,61,CHOHOTTA BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH CHOHOTTA BAZAR, AT. PO. CHOHOTTA BAZAR, TQ. AKOT, DIST. AKOLA. 444125",CHAUHATTA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000039,61,WARUL JAULKA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WARUD JAULKA, AT. PO. WARUD JAULKA,TQ. AKOT, DIST. AKOLA. 444101",CHAUHATTA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
AKJB0000009,100,TAPADIA NAGAR,"TATYASAHEB OKE MARG, JATHARPETH CHOWK, AKOLA PIN 444 005",AKOLA,AKOLA,MAHARASHTRA,AKOLA JANATA COMMERCIAL COOPERATIVE BANK
ADCC0000040,61,AKOLKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH AKOLKHED, AT. PO. AKOLKHED, TQ. AKOT, DIST.AKOLA. 444101",AKOT,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000041,61,KUTASA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH KUTASA, AT. PO. KUTASA, TQ. AKOT, DIST. AKOLA. 444101",KUTASA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000042,61,MUNDGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH MUNDGAON, AT. PO. MUNDGAON, TQ. AKOT, DIST. AKOLA. 444117",MUNDGAON,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000043,61,TELHARA MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TELHARA MAIN, AT. PO. TQ.TELHARA,  DIST. AKOLA. 444108",TELHARA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000044,61,TELHARA CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH TELHARA CITY, AT. PO. TQ.TELHARA,  DIST. AKOLA. 444108",TELHARA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000045,61,HIWARKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH HIWARKHED, AT. PO. HIWARKHED, TQ. TELHARA, DIST.AKOLA. 444103",HIWARKHED,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000046,61,DANAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DANAPUR, AT. PO. DANAPUR, TQ. TELHARA, DIST.AKOLA. 444129",DANAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000047,61,PATHARDI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH PATHARDI, AT. PO. PATHARDI, TQ. TELHARA, DIST.AKOLA. 444117",PATHARDI,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000048,61,BELKHED BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH BELKHED, AT. PO. BELKHED, TQ. TELHARA, DIST.AKOLA. 444108",TELHARA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
AKJB0000004,100,WASHIM,"JANVAIBHAV,RISOD NAKA, WASHIM PIN 444 505",WASHIM,WASHIM,MAHARASHTRA,AKOLA JANATA COMMERCIAL COOPERATIVE BANK
ADCC0000049,61,AADSUL ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH ADSUL, AT. PO. ADSUL, TQ. TELHARA, DIST. AKOLA. 444108",TELHARA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000050,61,ADGAON BUJRUK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH ADGAON, AT.PO. ADGAON, TQ. TELHARA, DIST.AKOLA. 444126",ADGAON BK,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000051,61,BALAPUR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD., BRANCH BALAPUR, AT.PO. TQ. BALAPUR, DIST. AKOLA. 444302",BALAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000052,61,URAL BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH URAL BK., AT. PO. URAL BK., TQ. BALAPUR, DIST.AKOLA. 444311",URAL(BK),AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000053,61,WADEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WADEGAON, AT. PO. WADEGAON, TQ. BALAPUR, DIST. AKOLA. 444502",WADEGAON,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000054,61,NIMBA ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH NIMBA, AT. PO. NIMBA, TQ. BALAPUR, DIST.AKOLA. 444311",NIMBA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000055,61,PARAS BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PARAS, AT. PO. PARAS, TQ. BALAPUR, DIST.AKOLA. 444109",PARAS,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000056,61,HATRUN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH HATRUN, AT. PO. HATRUN, TQ. BALAPUR, DIST.AKOLA 444109",PARAS,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000057,61,VYALA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH VYALA, AT. PO. VYALA, TQ. BALAPUR, DIST.AKOLA. 444302",VYALA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000058,61,PATUR ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PATUR, AT. PO. TQ. PATUR, DIST. AKOLA. 444501",PATUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000059,61,CHANNI ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH CHANNI, AT. PO. CHANNI, TQ. PATUR, DIST. AKOLA. 444501",CHANNI,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000060,61,AALEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH ALEGAON, AT. PO. ALEGAON, TQ. PATUR, DIST.AKOLA. 444511",ALEGAON,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000061,61,VIWARA BABHULGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH VIWARA, AT. PO. VIWARA, TQ. PATUR, DIST. AKOLA. 444511",BABULGAON,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000062,61,SASTI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SASTI, AT. PO. SASTI, TQ. PATUR, DIST. AKOLA. 444501",SASTI,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
